0.333333333,0.155555556,0.434782609,0.035,0.966,0.001,0.528301887,0.610506851,0.051058475,0.180100185,0.888999081,0.421052632,0.55,0.476190476,0.545454545,0.260869565,0.684210526,0.842105263,0.368421053,0.434782609,0.4,0.388888889,0.7,0.380952381,0.285714286,0.380952381,0.444444444,0.6,0.375,0.428571429,0.473684211,0.372222222,0.366111111,0.467777778,0.113333333,0.017777778,1,0.176666667
0.294871795,0.311111111,0.217391304,0.935,0.069,0.003,0.614255765,0.469721458,0.226667296,0.220991129,0.859475136,0.473684211,0.4,0.523809524,0.545454545,0.565217391,0.421052632,0.736842105,0.368421053,0.347826087,0.45,0.5,0.45,0.80952381,0.428571429,0.523809524,0.444444444,0.75,0.291666667,0.333333333,0.526315789,0.723333333,0.268333333,0.321666667,0.389444444,0.34,0.276111111,0.617777778
0.230769231,0.155555556,0.260869565,0.932,0.064,0.014,0.807127883,0.547125031,0.058811274,0.863207875,0.023965287,0.631578947,0.35,0.523809524,0.5,0.304347826,0.421052632,0.473684211,0.894736842,0.304347826,0.3,0.333333333,0.45,0.285714286,0.285714286,0.380952381,0.555555556,0.45,0.291666667,0.285714286,0.368421053,0,0,0,0.31,0.400555556,0,0
0.230769231,0.022222222,0.391304348,0.943,0.042,0.015,0.901467505,0.381717847,0.923549788,0.241436601,0.804094128,0.736842105,0.45,0.714285714,0.545454545,0.391304348,0.473684211,0.473684211,0.526315789,0.391304348,0.4,0.444444444,0.45,0.333333333,0.333333333,0.476190476,0.777777778,0.6,0.291666667,0.380952381,0.473684211,0.312777778,0.146111111,0.197777778,0.297777778,0.352777778,0.241111111,0.382222222
0.230769231,0.155555556,0.260869565,0.932,0.064,0.014,0.807127883,0.547125031,0.058811274,0.863207875,0.023965287,0.631578947,0.35,0.523809524,0.5,0.304347826,0.421052632,0.473684211,0.894736842,0.304347826,0.3,0.333333333,0.45,0.285714286,0.285714286,0.380952381,0.555555556,0.45,0.291666667,0.285714286,0.368421053,0,0,0,0.31,0.400555556,0,0
0.294871795,0.311111111,0.217391304,0.935,0.069,0.003,0.614255765,0.469721458,0.226667296,0.220991129,0.859475136,0.473684211,0.4,0.523809524,0.545454545,0.565217391,0.421052632,0.736842105,0.368421053,0.347826087,0.45,0.5,0.45,0.80952381,0.428571429,0.523809524,0.444444444,0.75,0.291666667,0.333333333,0.526315789,0.723333333,0.268333333,0.321666667,0.389444444,0.34,0.276111111,0.617777778
0.333333333,0.155555556,0.434782609,0.035,0.966,0.001,0.528301887,0.610506851,0.051058475,0.180100185,0.888999081,0.421052632,0.55,0.476190476,0.545454545,0.260869565,0.684210526,0.842105263,0.368421053,0.434782609,0.4,0.388888889,0.7,0.380952381,0.285714286,0.380952381,0.444444444,0.6,0.375,0.428571429,0.473684211,0.372222222,0.366111111,0.467777778,0.113333333,0.017777778,1,0.176666667
0.294871795,0.311111111,0.217391304,0.935,0.069,0.003,0.614255765,0.469721458,0.226667296,0.220991129,0.859475136,0.473684211,0.4,0.523809524,0.545454545,0.565217391,0.421052632,0.736842105,0.368421053,0.347826087,0.45,0.5,0.45,0.80952381,0.428571429,0.523809524,0.444444444,0.75,0.291666667,0.333333333,0.526315789,0.723333333,0.268333333,0.321666667,0.389444444,0.34,0.276111111,0.617777778
0.230769231,0.155555556,0.260869565,0.932,0.064,0.014,0.807127883,0.547125031,0.058811274,0.863207875,0.023965287,0.631578947,0.35,0.523809524,0.5,0.304347826,0.421052632,0.473684211,0.894736842,0.304347826,0.3,0.333333333,0.45,0.285714286,0.285714286,0.380952381,0.555555556,0.45,0.291666667,0.285714286,0.368421053,0,0,0,0.31,0.400555556,0,0
0.230769231,0.022222222,0.391304348,0.943,0.042,0.015,0.901467505,0.381717847,0.923549788,0.241436601,0.804094128,0.736842105,0.45,0.714285714,0.545454545,0.391304348,0.473684211,0.473684211,0.526315789,0.391304348,0.4,0.444444444,0.45,0.333333333,0.333333333,0.476190476,0.777777778,0.6,0.291666667,0.380952381,0.473684211,0.312777778,0.146111111,0.197777778,0.297777778,0.352777778,0.241111111,0.382222222
0.230769231,0.155555556,0.260869565,0.932,0.064,0.014,0.807127883,0.547125031,0.058811274,0.863207875,0.023965287,0.631578947,0.35,0.523809524,0.5,0.304347826,0.421052632,0.473684211,0.894736842,0.304347826,0.3,0.333333333,0.45,0.285714286,0.285714286,0.380952381,0.555555556,0.45,0.291666667,0.285714286,0.368421053,0,0,0,0.31,0.400555556,0,0
0.294871795,0.311111111,0.217391304,0.935,0.069,0.003,0.614255765,0.469721458,0.226667296,0.220991129,0.859475136,0.473684211,0.4,0.523809524,0.545454545,0.565217391,0.421052632,0.736842105,0.368421053,0.347826087,0.45,0.5,0.45,0.80952381,0.428571429,0.523809524,0.444444444,0.75,0.291666667,0.333333333,0.526315789,0.723333333,0.268333333,0.321666667,0.389444444,0.34,0.276111111,0.617777778
0.333333333,0.155555556,0.434782609,0.035,0.966,0.001,0.528301887,0.610506851,0.051058475,0.180100185,0.888999081,0.421052632,0.55,0.476190476,0.545454545,0.260869565,0.684210526,0.842105263,0.368421053,0.434782609,0.4,0.388888889,0.7,0.380952381,0.285714286,0.380952381,0.444444444,0.6,0.375,0.428571429,0.473684211,0.372222222,0.366111111,0.467777778,0.113333333,0.017777778,1,0.176666667
0.474358974,0.577777778,0.260869565,0.1,0.897,0.01,0.13312369,0.613273344,0.060539057,0.164041641,0.891401998,0.789473684,0.3,0.333333333,0.363636364,0.739130435,0.315789474,0.368421053,0.368421053,0.260869565,0.45,0.444444444,0.35,0.333333333,0.333333333,0.380952381,0.5,0.4,0.25,0.523809524,0.842105263,0.422222222,0.317222222,0.300555556,0.782222222,0.436666667,0.137777778,0.764444444
0.230769231,0.155555556,0.260869565,0.932,0.064,0.014,0.807127883,0.547125031,0.058811274,0.863207875,0.023965287,0.631578947,0.35,0.523809524,0.5,0.304347826,0.421052632,0.473684211,0.894736842,0.304347826,0.3,0.333333333,0.45,0.285714286,0.285714286,0.380952381,0.555555556,0.45,0.291666667,0.285714286,0.368421053,0,0,0,0.31,0.400555556,0,0
0.230769231,0.022222222,0.391304348,0.943,0.042,0.015,0.901467505,0.381717847,0.923549788,0.241436601,0.804094128,0.736842105,0.45,0.714285714,0.545454545,0.391304348,0.473684211,0.473684211,0.526315789,0.391304348,0.4,0.444444444,0.45,0.333333333,0.333333333,0.476190476,0.777777778,0.6,0.291666667,0.380952381,0.473684211,0.312777778,0.146111111,0.197777778,0.297777778,0.352777778,0.241111111,0.382222222
0.230769231,0.155555556,0.260869565,0.932,0.064,0.014,0.807127883,0.547125031,0.058811274,0.863207875,0.023965287,0.631578947,0.35,0.523809524,0.5,0.304347826,0.421052632,0.473684211,0.894736842,0.304347826,0.3,0.333333333,0.45,0.285714286,0.285714286,0.380952381,0.555555556,0.45,0.291666667,0.285714286,0.368421053,0,0,0,0.31,0.400555556,0,0
0.294871795,0.311111111,0.217391304,0.935,0.069,0.003,0.614255765,0.469721458,0.226667296,0.220991129,0.859475136,0.473684211,0.4,0.523809524,0.545454545,0.565217391,0.421052632,0.736842105,0.368421053,0.347826087,0.45,0.5,0.45,0.80952381,0.428571429,0.523809524,0.444444444,0.75,0.291666667,0.333333333,0.526315789,0.723333333,0.268333333,0.321666667,0.389444444,0.34,0.276111111,0.617777778
0.333333333,0.155555556,0.434782609,0.035,0.966,0.001,0.528301887,0.610506851,0.051058475,0.180100185,0.888999081,0.421052632,0.55,0.476190476,0.545454545,0.260869565,0.684210526,0.842105263,0.368421053,0.434782609,0.4,0.388888889,0.7,0.380952381,0.285714286,0.380952381,0.444444444,0.6,0.375,0.428571429,0.473684211,0.372222222,0.366111111,0.467777778,0.113333333,0.017777778,1,0.176666667
0.474358974,0.577777778,0.260869565,0.1,0.897,0.01,0.13312369,0.613273344,0.060539057,0.164041641,0.891401998,0.789473684,0.3,0.333333333,0.363636364,0.739130435,0.315789474,0.368421053,0.368421053,0.260869565,0.45,0.444444444,0.35,0.333333333,0.333333333,0.380952381,0.5,0.4,0.25,0.523809524,0.842105263,0.422222222,0.317222222,0.300555556,0.782222222,0.436666667,0.137777778,0.764444444
0.41025641,0.111111111,0.608695652,0.031,0.973,0.004,0.374213836,0.431471046,0.019088942,0.179213909,0.625622606,0.421052632,0.6,0.428571429,0.454545455,0.391304348,0.421052632,0.473684211,0.315789474,0.260869565,0.75,0.555555556,0.4,0.476190476,0.380952381,0.333333333,0.388888889,0.55,0.25,0.333333333,0.842105263,1,0.463333333,0.495,0.862222222,0.396666667,0.586111111,0.882222222
0.230769231,0.022222222,0.391304348,0.943,0.042,0.015,0.901467505,0.381717847,0.923549788,0.241436601,0.804094128,0.736842105,0.45,0.714285714,0.545454545,0.391304348,0.473684211,0.473684211,0.526315789,0.391304348,0.4,0.444444444,0.45,0.333333333,0.333333333,0.476190476,0.777777778,0.6,0.291666667,0.380952381,0.473684211,0.312777778,0.146111111,0.197777778,0.297777778,0.352777778,0.241111111,0.382222222
0.230769231,0.155555556,0.260869565,0.932,0.064,0.014,0.807127883,0.547125031,0.058811274,0.863207875,0.023965287,0.631578947,0.35,0.523809524,0.5,0.304347826,0.421052632,0.473684211,0.894736842,0.304347826,0.3,0.333333333,0.45,0.285714286,0.285714286,0.380952381,0.555555556,0.45,0.291666667,0.285714286,0.368421053,0,0,0,0.31,0.400555556,0,0
0.294871795,0.311111111,0.217391304,0.935,0.069,0.003,0.614255765,0.469721458,0.226667296,0.220991129,0.859475136,0.473684211,0.4,0.523809524,0.545454545,0.565217391,0.421052632,0.736842105,0.368421053,0.347826087,0.45,0.5,0.45,0.80952381,0.428571429,0.523809524,0.444444444,0.75,0.291666667,0.333333333,0.526315789,0.723333333,0.268333333,0.321666667,0.389444444,0.34,0.276111111,0.617777778
0.333333333,0.155555556,0.434782609,0.035,0.966,0.001,0.528301887,0.610506851,0.051058475,0.180100185,0.888999081,0.421052632,0.55,0.476190476,0.545454545,0.260869565,0.684210526,0.842105263,0.368421053,0.434782609,0.4,0.388888889,0.7,0.380952381,0.285714286,0.380952381,0.444444444,0.6,0.375,0.428571429,0.473684211,0.372222222,0.366111111,0.467777778,0.113333333,0.017777778,1,0.176666667
0.474358974,0.577777778,0.260869565,0.1,0.897,0.01,0.13312369,0.613273344,0.060539057,0.164041641,0.891401998,0.789473684,0.3,0.333333333,0.363636364,0.739130435,0.315789474,0.368421053,0.368421053,0.260869565,0.45,0.444444444,0.35,0.333333333,0.333333333,0.380952381,0.5,0.4,0.25,0.523809524,0.842105263,0.422222222,0.317222222,0.300555556,0.782222222,0.436666667,0.137777778,0.764444444
0.41025641,0.111111111,0.608695652,0.031,0.973,0.004,0.374213836,0.431471046,0.019088942,0.179213909,0.625622606,0.421052632,0.6,0.428571429,0.454545455,0.391304348,0.421052632,0.473684211,0.315789474,0.260869565,0.75,0.555555556,0.4,0.476190476,0.380952381,0.333333333,0.388888889,0.55,0.25,0.333333333,0.842105263,1,0.463333333,0.495,0.862222222,0.396666667,0.586111111,0.882222222
0.41025641,0.466666667,0.260869565,0.01,0.988,0.002,0.08490566,0.776088761,0.238445107,0.101113263,0.908216868,0.947368421,0.35,0.333333333,0.363636364,0.391304348,0.315789474,0.368421053,0.578947368,0.260869565,0.3,0.333333333,0.35,0.285714286,0.238095238,0.380952381,0.444444444,0.55,0.208333333,0.285714286,0.421052632,0.305555556,0.122222222,0.123888889,0.405,0.405555556,1,0.235555556
0.230769231,0.155555556,0.260869565,0.932,0.064,0.014,0.807127883,0.547125031,0.058811274,0.863207875,0.023965287,0.631578947,0.35,0.523809524,0.5,0.304347826,0.421052632,0.473684211,0.894736842,0.304347826,0.3,0.333333333,0.45,0.285714286,0.285714286,0.380952381,0.555555556,0.45,0.291666667,0.285714286,0.368421053,0,0,0,0.31,0.400555556,0,0
0.294871795,0.311111111,0.217391304,0.935,0.069,0.003,0.614255765,0.469721458,0.226667296,0.220991129,0.859475136,0.473684211,0.4,0.523809524,0.545454545,0.565217391,0.421052632,0.736842105,0.368421053,0.347826087,0.45,0.5,0.45,0.80952381,0.428571429,0.523809524,0.444444444,0.75,0.291666667,0.333333333,0.526315789,0.723333333,0.268333333,0.321666667,0.389444444,0.34,0.276111111,0.617777778
0.333333333,0.155555556,0.434782609,0.035,0.966,0.001,0.528301887,0.610506851,0.051058475,0.180100185,0.888999081,0.421052632,0.55,0.476190476,0.545454545,0.260869565,0.684210526,0.842105263,0.368421053,0.434782609,0.4,0.388888889,0.7,0.380952381,0.285714286,0.380952381,0.444444444,0.6,0.375,0.428571429,0.473684211,0.372222222,0.366111111,0.467777778,0.113333333,0.017777778,1,0.176666667
0.474358974,0.577777778,0.260869565,0.1,0.897,0.01,0.13312369,0.613273344,0.060539057,0.164041641,0.891401998,0.789473684,0.3,0.333333333,0.363636364,0.739130435,0.315789474,0.368421053,0.368421053,0.260869565,0.45,0.444444444,0.35,0.333333333,0.333333333,0.380952381,0.5,0.4,0.25,0.523809524,0.842105263,0.422222222,0.317222222,0.300555556,0.782222222,0.436666667,0.137777778,0.764444444
